,User,Data Created,Number of Likes,Source of Tweet,Tweet
158,MIRK4Sv2,2023-01-17 17:24:56+00:00,0,Twitter for Android,@i8jke i am depressed
159,ZanPack2,2023-01-17 17:22:55+00:00,3,Twitter Web App,"@JakeSucky I can confirm I am indeed depressed. But unlike other anime pic profiles on this platform, I don't plan on needlessly dragging people down with me.

My pain is mine to bare and mine alone. No one else needs to know or care."
160,pooopyliz,2023-01-17 17:18:47+00:00,0,Twitter for iPhone,apparently i look healthier and happier. i am the most unhealthiest and most depressed i’ve ever been
161,harshit30003,2023-01-17 17:18:26+00:00,0,Twitter for Android,I am depressed too but🙇‍♂️
162,LokiTheFoxFPS,2023-01-17 17:16:38+00:00,0,Twitter for iPhone,"Depressed rant #53… I am tired of being treated like a tissue… used and then tosses aside without a second thought… I am going to go quiet for a bit, If you still want to reach me you can, but I might be slow to respond. I am not ok, I haven’t been for a while."
163,Iamdepr47974144,2023-01-17 17:14:33+00:00,0,"Cheap Bots, Done Quick!",I  think I'll buy a gun. so I'll just end it . #depression @Imheret45140132
164,devoutlythin,2023-01-17 17:13:22+00:00,0,Twitter for iPhone,i am the most depressed i’ve been in 2 years but..i don’t really have an appetite so i am winning
165,Lutheghost,2023-01-17 17:10:46+00:00,1,Twitter Web App,@elonmusk Bering depressed is more the vibe I am going for tbh. It's a ✨ aesthetic ✨
166,RaysUp941,2023-01-17 17:08:48+00:00,0,Twitter for iPad,I am depressed
167,HarshVa85279618,2023-01-17 17:02:35+00:00,0,Twitter for Android,"@PM_nepal_ , i thought you are the only country  who respects santana dharma and is bound to protect it, but I am really sad and depressed after seeing this happening in Nepal also ... He is saying murti as dirty things and that too in Nepal... I hope people of people would wake"
168,froigh,2023-01-17 16:58:45+00:00,3,Twitter for Android,I am constantly going from rage filled asshole to depressed bitch istg can i just be normal
169,aldaitweep_,2023-01-17 16:58:26+00:00,22,Twitter for Android,Thought coding ni fun now my program imekataa kudebug and I am depressed
170,doomguyinferno,2023-01-17 16:54:19+00:00,0,Twitter for iPhone,@AttackOnTitanEN I am so excited! Also depressed because it’s ending this year
171,fuZzrBqcxv2GY5Q,2023-01-17 16:51:47+00:00,0,twittbot.net,"To be honest with you, he is a fool
正直に言えばばかだ
To tell you the truth, I am a little depressed.
実をいうとちょっと憂鬱なんだ
actually 
honestly"
172,SailorMartyG,2023-01-17 16:46:02+00:00,0,Twitter for iPhone,"I am no longer 23. Also, I spent the majority of my early 20s depressed af."
173,ThatguyMrMaple,2023-01-17 16:45:52+00:00,0,Twitter for Android,@JakeSucky See im not depressed i am severely stressed out tho.
174,AjthreetJ,2023-01-17 16:41:45+00:00,9,Twitter for iPhone,"@Boruto_INT I am both mad and depressed. Even though Naruto and Hinata are alive in another dimension. 
My hope is that they comeback stronger than before as each of their own strengths have return.
The question now is how will they react to the devasted Konoha in the Timeskip."
175,guccierrezz_,2023-01-17 16:37:49+00:00,0,Twitter for Android,"I'm exhausted, I'm depressed and this weather is not fucken helping. I am sooooo sad. Smh 💔😕"
176,JuliaSatue,2023-01-17 16:30:33+00:00,0,Twitter Web App,"When the word ""#women"" disappears, substituted by people who give birth / have periods / whatever else they can come up with, I feel very horribly depressed. Please, I am a #woman. Raping &amp; killing us is already on the rise, don't make us disappear completely."
177,Papa_Smurf_2020,2023-01-17 16:30:15+00:00,13,Twitter Web App,"I am listening to the Carpenter's CD, is it me, did she sound depressed when she sang?"
178,qmeveas,2023-01-17 16:27:54+00:00,2,Twitter for Android,robándole a mi mamá los pantalones de tiro bajo porque estaré depressed but i am entering my slut girl era así que Imma be looking like a whore
179,amberleasea,2023-01-17 16:26:49+00:00,20,Twitter for iPhone,academic weapon era briefly interrupted by the fact that i am too depressed to wake up to an alarm
180,sydluvsopossums,2023-01-17 16:20:42+00:00,16,Twitter for iPhone,"@anyabutton i am SOOO lazy LMFAOO but honestly i just got rlly depressed and ate 300-500 calories every day, omading dinner. at school i usually get 5k steps a day and during weekends if i felt good enough i’d try to get 10k steps by going shopping or hanging out w my dad but that was rare"
181,magpieprince,2023-01-17 16:19:48+00:00,2,Twitter for Android,my depressed ass dreamt about having a specific McD's meal so in an attempt to Feel Something I am going to go eat that specific meal
182,emilylikesbread,2023-01-17 16:18:20+00:00,0,Twitter for iPhone,Idk why I am excited for this when finishing the manga literally made me depressed for 3 days. I am not going to have fun seeing it animated
183,sapphicfrances,2023-01-17 16:11:02+00:00,0,Twitter for iPhone,@rabidmonkey Unfortunately I am still depressed but I appreciate the attempt 😌
184,luvaintluv,2023-01-17 16:09:54+00:00,0,Twitter for iPhone,I READ MY DIARYS WHEN I WAS DEPRESSED WHEN I WAS DURING DEPRESSION I TRIED TO DANCE WITH MY FAVORITE MUSIC BUT WHHHYYY WHYYYYY !???? WHY I CANT FEEL THAT I AM ALIVE WHY I CANT FEEL MYSELF?? WHY I CANT FEEL MY BODY WHY I DIDNT DO MY HOMEWORKS??
185,svngminhat,2023-01-17 16:09:41+00:00,0,Twitter for iPhone,i think my friend is heavily depressed but i am not doing anything abt it cuz damn she’s gonna get mad at me for trying to help her
186,girlysona,2023-01-17 16:03:28+00:00,16,Twitter for Android,I am grateful to have a dad who loves me!!! I am grateful to have a mom that helps me brush my hair when I am depressed!! I am grateful fo have the best boyfriend in the world who I love and adore!
187,kapiteinhaakje_,2023-01-17 16:01:13+00:00,2,Twitter Web App,"@ELChandler5 no
i am shy
but permit myself to be otherwise sometimes
when i see the space/time for it
somewhat in need for people that understand that kinda thing
else i'd likely die alone and well at least no one will care i guess
might sound depressed 
but i am not, 
i am rather content"
188,MegidaDZN,2023-01-17 16:00:30+00:00,0,Twitter for Android,Walahi I am depressed
189,mondalsouvik990,2023-01-17 15:52:30+00:00,1,Twitter Web App,@VenkateshGurug1 dont know bro with time i am felling more and more depressed ... felling jst to cry for no reason
190,Josbay4_u,2023-01-17 15:47:45+00:00,0,Twitter Web App,"I am not depressed,I just need money."
191,HaloButCursed,2023-01-17 15:41:48+00:00,39,Twitter for iPhone,"@pas31497 Kinda where I am these days. There’s so much more to talk about and follow.

All Halo does is depress me."
192,K2Moeketsi,2023-01-17 15:41:38+00:00,0,Twitter for iPhone,I am depressed ke load shedding! https://t.co/Xa1ozgzwDr
193,boobsfan89,2023-01-17 15:35:52+00:00,0,Twitter for iPhone,i am insanely depressed
194,99diets,2023-01-17 15:35:43+00:00,2,Twitter for Android,I should be working on my final projects but I am so depressed and stressed out. I am scared I'll fail them
195,shdle0,2023-01-17 15:35:03+00:00,1,Twitter for Android,Thought: Have I lost my identity over time?  I don't recognize my old self and I don't know who I am anymore. I'm not depressed but I wanted to understand where I got lost during this race. 🍃🍃
196,THEEMayaPapaya,2023-01-17 15:33:40+00:00,0,Twitter for iPhone,"I am overwhelmed, anxiety-ridden, depressed, ND, and also a raging, aggressive, unfriendly asshole. 🥺"
197,erskine0812,2023-01-17 15:33:37+00:00,3,Twitter Web App,"@margaret8662254 Yes, even more today than yesterday. However, with each passing day I get more depressed with the political situation in the UK and feel like I am living in some colonial, occupied country."
198,dollrsei,2023-01-17 15:30:07+00:00,0,Twitter for Android,sorry if im slow at dms i am very awkward and depressed and i have a hard time thinking of a reply
199,diettmtdewbby,2023-01-17 15:26:11+00:00,1,Twitter for iPhone,sorry ive been inactive i am extremely depressed 😀
200,andujar571,2023-01-17 15:23:51+00:00,0,Twitter Web App,"@SocialistMMA @AfrDiasporaNews I am going to slow down my consumption of you guys. I woke up depressed after listening to a whole bunch of anti-african stuff! 
When I have my show, I am going to focus on what Africans are doing right, not on what white people are doing to us!"
201,saagwatii,2023-01-17 15:19:53+00:00,1,Twitter for Android,Kaladin and the parshmen in oathbringer https://t.co/LoVf0S0Bmz
202,mx_xrij,2023-01-17 15:14:38+00:00,0,Twitter for iPhone,"3. I am greatness 

I am successful

I am wealthy 

I am NOT depressed

Not will I ever be!

-M"
203,lydiamoonxx,2023-01-17 15:12:14+00:00,3,Twitter for Android,"@Midnightteart mine too!!!
actually I am super depressed lately cuz my twitter literally feels dead HOHOHOHOHO"
204,TiestaBluestone,2023-01-17 15:11:37+00:00,9,Twitter for iPhone,I am at the gym at 7 in the fucking morning yeah bitch I’m depressed depressed 🤡 lmfaooooooo
205,agustvn,2023-01-17 15:09:27+00:00,0,Twitter for iPhone,it just makes me depressed that my dad doesn’t put any effort at all. whenever i try to talk to him it’s just like talking to a wall. me never listens to me and doesn’t even acknowledge the things that i am proud of or interested in
206,jonesy_198601,2023-01-17 15:06:30+00:00,0,Twitter for iPhone,@elonmusk I use both so I am angry depressed. 😈☹️
207,eis_kalty,2023-01-17 15:04:54+00:00,0,Twitter for Android,"@pendwelling May I ask if you have coloring focused speedpaints? I think many ppl would be actually interested in it. Bc I am. 🤣

If you want ofc, no pressure or disrespect. I didn't see many artist using procreate, that's why"
208,Im_Miyanna,2023-01-17 15:00:59+00:00,0,Twitter for iPhone,I am so exhausted from being depressed. It makes no sense.
209,MayankFawkes,2023-01-17 14:59:51+00:00,0,Twitter for iPhone,I am no more depressed
210,evolvingdylan,2023-01-17 14:52:05+00:00,0,Twitter for iPhone,I am unbelievably depressed lol.
211,bot_smol,2023-01-17 14:49:48+00:00,0,"Cheap Bots, Done Quick!",I am depressed
212,StayHydrateds,2023-01-17 14:48:18+00:00,0,Twitter for Android,@Sixless Red (not blue because you unfollowed me and as a result I am now severely depressed)
213,LordJuiblex,2023-01-17 14:46:05+00:00,37,Twitter for Android,I'm not depressed. I am accurately experiencing the emotions appropriate to reality as it exists.
214,wintxsold,2023-01-17 14:43:07+00:00,0,Twitter for Android,@soundoftheflute Hi depressed I am dad
215,nononon0828,2023-01-17 14:42:35+00:00,0,Twitter for iPhone,"I feel depressed when the official response is disappointing. If it really is a first-come, first-served sale, I am disappointed. I want to say it again and again. I am really disappointed.

#OhmNanonFMJP2023
#ohmpawat #mynameisnanon"
216,kenmoos,2023-01-17 14:37:43+00:00,1,Twitter for iPad,i think i might be back in my depressed but i am taking the millennial route and making a joke out of everything era. hashtag winning amiright ROFLCOPTER https://t.co/rWKYqYeUIw
217,alpalrenee,2023-01-17 14:36:07+00:00,1,Twitter for iPhone,"I captioned my selfies with a RHCP lyric yesterday and now all my family thinks I am depressed, like no guys it’s a Lyric from scar tissue it’s okay."
218,mossbrainbot,2023-01-17 14:34:25+00:00,0,"Cheap Bots, Done Quick!","heard a joke once: man goes to doctor, says he's depressed. says he feels alone. doctor says: 'treatment is simple. great clown pagliacci is in town tonight. go and see him. that should pick you up.' man bursts into tears. says, 'but doctor... i AM pagliacci."
219,AaronMc42985404,2023-01-17 14:28:44+00:00,2,Twitter for Android,"@aslak_randers @mxrchmelloncola @jennhi @Skoog @sarahhollowell My mood is no different from when I was inactive and 50kg heavier than I am now. I'm high functioning, so I don't find it hard to form habits, depressed or not. It's just not the depression killer everyone makes it out to be. I'm the same mentally as I ever was."
220,_fbc_7,2023-01-17 14:27:58+00:00,1,Twitter for iPhone,Why does the crypto and the whole life take so much energy?!  I am depressed...🥲 #fbc7 #cryptocurrency
221,Rainbow_Bodies,2023-01-17 14:25:30+00:00,9,Twitter Web App,"When going to neurologists I am a depressed insane #FND patient because they can't diagnosis.

I go to ankle surgeon, he knows no medical history, I am a healthy middle aged high level athlete and should do intense sports PT to get back to playing hockey

To neuropsych I need CBT"
222,dragunovs_,2023-01-17 14:17:44+00:00,1,Twitter for Android,every time THE artist posts on twt i get 5 years added to my lifespan and i am no longer depressed or anxious and life is better than ever
223,likewiseyr,2023-01-17 14:15:05+00:00,0,Twitter for Android,"After that night, I still affected from being yell by people. How suffocated I feel that night. How I begging my mum to take me home. How humiliated I feel. How many tears I shed in my sleep. How many times I keep think about it in a day. 

But I still depress as how I am."
224,Iamdepr47974144,2023-01-17 14:14:13+00:00,0,"Cheap Bots, Done Quick!",I  can't see any reason to keep going on. I'm going to hurt someone . #depression @Imheret45140132
225,Gigi_B56,2023-01-17 14:11:16+00:00,4,Twitter for iPhone,... I ... I just wrote voyeurism... I am not a smut author is swear and yet—
226,noxsgf,2023-01-17 14:07:50+00:00,1,Twitter for iPhone,i am depressed and it shows ANYWAY
